t		em		Rm		em_gr		
0.000000e+00	2.288074e-03	2.700000e+01	     inf	
4.000016e+00	6.340713e-05	2.700000e+01	-4.482362e-01	
8.000017e+00	7.672052e-05	2.700000e+01	2.382412e-02	
1.200006e+01	8.622459e-05	2.700000e+01	1.459827e-02	
1.600004e+01	7.814686e-05	2.700000e+01	-1.229569e-02	
2.000016e+01	5.099633e-05	2.700000e+01	-5.335454e-02	
2.400018e+01	2.679424e-05	2.700000e+01	-8.044584e-02	
2.800018e+01	4.300316e-05	2.700000e+01	5.913583e-02	
3.200025e+01	7.457732e-05	2.700000e+01	6.882036e-02	
3.600014e+01	9.663355e-05	2.700000e+01	3.238619e-02	
4.000001e+01	9.658847e-05	2.700000e+01	-5.832915e-05	
4.400010e+01	6.408800e-05	2.700000e+01	-5.127528e-02	
4.800019e+01	3.328897e-05	2.700000e+01	-8.187886e-02	
5.200004e+01	4.413509e-05	2.700000e+01	3.525361e-02	
5.600005e+01	8.213743e-05	2.700000e+01	7.764235e-02	
6.000015e+01	1.158986e-04	2.700000e+01	4.304019e-02	
6.400004e+01	1.208953e-04	2.700000e+01	5.276158e-03	
6.800018e+01	8.414080e-05	2.700000e+01	-4.530414e-02	
7.200018e+01	4.359657e-05	2.700000e+01	-8.218914e-02	
7.600010e+01	4.719702e-05	2.700000e+01	9.919031e-03	
8.000016e+01	9.050877e-05	2.700000e+01	8.138950e-02	
8.400010e+01	1.384830e-04	2.700000e+01	5.316258e-02	
8.800004e+01	1.517805e-04	2.700000e+01	1.146104e-02	
9.200008e+01	1.118185e-04	2.700000e+01	-3.819478e-02	
9.600010e+01	5.908997e-05	2.700000e+01	-7.972704e-02	
1.000000e+02	5.216555e-05	2.700000e+01	-1.557986e-02	
1.040002e+02	9.974689e-05	2.700000e+01	8.102670e-02	
1.080002e+02	1.641163e-04	2.700000e+01	6.224246e-02	
1.120000e+02	1.901531e-04	2.700000e+01	1.840675e-02	
1.160002e+02	1.488678e-04	2.700000e+01	-3.059641e-02	
1.200000e+02	8.154994e-05	2.700000e+01	-7.523035e-02	
1.240002e+02	6.000316e-05	2.700000e+01	-3.835229e-02	
1.280001e+02	1.096971e-04	2.700000e+01	7.541577e-02	
1.320002e+02	1.927479e-04	2.700000e+01	7.045745e-02	
1.360001e+02	2.368882e-04	2.700000e+01	2.577568e-02	
1.400001e+02	1.974118e-04	2.700000e+01	-2.278705e-02	
1.440002e+02	1.134011e-04	2.700000e+01	-6.929514e-02	
1.480002e+02	7.210730e-05	2.700000e+01	-5.659695e-02	
1.520001e+02	1.204454e-04	2.700000e+01	6.413020e-02	
1.560002e+02	2.242095e-04	2.700000e+01	7.767302e-02	
1.600001e+02	2.928748e-04	2.700000e+01	3.339552e-02	
1.640002e+02	2.599324e-04	2.700000e+01	-1.491548e-02	
1.680000e+02	1.577770e-04	2.700000e+01	-6.240483e-02	
1.720002e+02	9.053594e-05	2.700000e+01	-6.942949e-02	
1.760002e+02	1.323723e-04	2.700000e+01	4.748399e-02	
1.800000e+02	2.582240e-04	2.700000e+01	8.352608e-02	
1.840002e+02	3.589452e-04	2.700000e+01	4.116780e-02	
1.880002e+02	3.392934e-04	2.700000e+01	-7.038068e-03	
1.920001e+02	2.185978e-04	2.700000e+01	-5.495398e-02	
1.960001e+02	1.182138e-04	2.700000e+01	-7.684231e-02	
2.000002e+02	1.462788e-04	2.700000e+01	2.662746e-02	
2.040001e+02	2.944680e-04	2.700000e+01	8.745697e-02	
2.080001e+02	4.357964e-04	2.700000e+01	4.900060e-02	
