t		em		Rm		em_gr		
0.000000e+00	2.288074e-03	1.000000e+01	     inf	
4.000111e+00	1.102193e-05	1.000000e+01	-6.669474e-01	
8.000012e+00	7.680605e-06	1.000000e+01	-4.514853e-02	
1.200024e+01	5.248981e-06	1.000000e+01	-4.758305e-02	
1.600021e+01	2.386355e-06	1.000000e+01	-9.853333e-02	
2.000010e+01	1.185828e-06	1.000000e+01	-8.741575e-02	
2.400024e+01	2.536303e-06	1.000000e+01	9.503328e-02	
2.800002e+01	4.343670e-06	1.000000e+01	6.725152e-02	
3.200008e+01	3.968436e-06	1.000000e+01	-1.129345e-02	
3.600022e+01	1.917259e-06	1.000000e+01	-9.093442e-02	
4.000014e+01	1.281720e-06	1.000000e+01	-5.033676e-02	
4.400016e+01	3.327668e-06	1.000000e+01	1.192586e-01	
4.800012e+01	5.436776e-06	1.000000e+01	6.136430e-02	
5.200005e+01	4.673826e-06	1.000000e+01	-1.890102e-02	
5.600024e+01	2.144128e-06	1.000000e+01	-9.740566e-02	
6.000020e+01	1.697456e-06	1.000000e+01	-2.920023e-02	
6.400006e+01	4.423936e-06	1.000000e+01	1.197374e-01	
6.800012e+01	6.779107e-06	1.000000e+01	5.335195e-02	
7.200012e+01	5.472023e-06	1.000000e+01	-2.677462e-02	
7.600008e+01	2.401585e-06	1.000000e+01	-1.029399e-01	
8.000006e+01	2.280378e-06	1.000000e+01	-6.473457e-03	
8.400025e+01	5.843186e-06	1.000000e+01	1.176169e-01	
8.800013e+01	8.401854e-06	1.000000e+01	4.539703e-02	
9.200016e+01	6.365482e-06	1.000000e+01	-3.469530e-02	
9.600011e+01	2.704068e-06	1.000000e+01	-1.070166e-01	
1.000001e+02	3.091633e-06	1.000000e+01	1.674274e-02	
1.040001e+02	7.670101e-06	1.000000e+01	1.135788e-01	
1.080000e+02	1.035017e-05	1.000000e+01	3.745913e-02	
1.120001e+02	7.356775e-06	1.000000e+01	-4.267266e-02	
1.160002e+02	3.073058e-06	1.000000e+01	-1.091185e-01	
1.200002e+02	4.212597e-06	1.000000e+01	3.942577e-02	
1.240002e+02	1.000208e-05	1.000000e+01	1.080892e-01	
1.280002e+02	1.267358e-05	1.000000e+01	2.959073e-02	
1.320002e+02	8.450144e-06	1.000000e+01	-5.066696e-02	
1.360000e+02	3.540768e-06	1.000000e+01	-1.087300e-01	
1.400002e+02	5.749928e-06	1.000000e+01	6.060546e-02	
1.440000e+02	1.296212e-05	1.000000e+01	1.016055e-01	
1.480002e+02	1.542443e-05	1.000000e+01	2.174017e-02	
1.520002e+02	9.645181e-06	1.000000e+01	-5.868682e-02	
1.560001e+02	4.157841e-06	1.000000e+01	-1.051828e-01	
1.600000e+02	7.842358e-06	1.000000e+01	7.931794e-02	
1.640000e+02	1.668985e-05	1.000000e+01	9.440762e-02	
1.680002e+02	1.865793e-05	1.000000e+01	1.393387e-02	
1.720001e+02	1.094431e-05	1.000000e+01	-6.668149e-02	
1.760001e+02	4.994868e-06	1.000000e+01	-9.805109e-02	
1.800002e+02	1.066145e-05	1.000000e+01	9.477792e-02	
1.840002e+02	2.135447e-05	1.000000e+01	8.682835e-02	
1.880000e+02	2.242931e-05	1.000000e+01	6.138430e-03	
1.920002e+02	1.235547e-05	1.000000e+01	-7.453371e-02	
1.960001e+02	6.154121e-06	1.000000e+01	-8.712211e-02	
2.000000e+02	1.443678e-05	1.000000e+01	1.065822e-01	
2.040002e+02	2.715434e-05	1.000000e+01	7.896971e-02	
2.080002e+02	2.679904e-05	1.000000e+01	-1.646353e-03	
